ZipCode,SalePrice,Acreage,LandValue,BuildingValue,TotalValue,FinishedArea,YearBuilt,Bedrooms,FullBath,HalfBath,Parks Per Zip,Acres of Parks Per Zip,ADA Park in Zip,Sports Fields in Zip,Walk Path in Zip
37013,152000,0.5,25000,107700,132700,1872,1996,3,2,0,5,327.44,True,True,True
37013,155000,0.29,17000,100600,117600,1628,1972,4,2,0,5,327.44,True,True,True
37013,98000,0.22,17000,66900,83900,1025,1975,3,1,0,5,327.44,True,True,True
37013,135000,0.32,24000,70900,94900,1375,1969,3,1,0,5,327.44,True,True,True
37013,110000,0.23,24000,73200,98700,1325,1973,3,1,1,5,327.44,True,True,True
37013,124000,0.23,24000,78900,102900,1304,1973,3,1,1,5,327.44,True,True,True
37013,136000,0.3,24000,79400,103400,1920,1981,8,4,0,5,327.44,True,True,True
37013,158000,0.23,24000,109700,133700,1696,1968,3,2,0,5,327.44,True,True,True
37013,87600,0.29,17000,74600,91600,1050,1972,3,1,0,5,327.44,True,True,True
37013,132900,0.32,24000,83900,107900,1739,1974,4,2,0,5,327.44,True,True,True
37013,70000,0.31,18000,44400,62400,1438.375,1984,2,2,0,5,327.44,True,True,True
37013,91000,0.15,14000,57000,71000,1066,1984,3,2,0,5,327.44,True,True,True
37013,124000,0.3,15000,74100,94000,1097,1968,3,1,1,5,327.44,True,True,True
37013,144900,0.25,15000,111000,126000,2160,1968,3,1,1,5,327.44,True,True,True
37013,83000,0.18,15500,62700,78200,1008,1979,3,1,0,5,327.44,True,True,True
37013,51000,0.23,15500,60600,78100,1008,1979,3,1,0,5,327.44,True,True,True
37013,148000,0.29,25000,95200,120200,1578,1993,3,3,0,5,327.44,True,True,True
37013,144900,0.34,25000,96800,121800,2330,1984,3,2,0,5,327.44,True,True,True
37013,110000,0.28,25000,85600,110600,1178,1994,3,2,0,5,327.44,True,True,True
37013,138000,0.5,22000,101700,123700,1748,1971,4,2,0,5,327.44,True,True,True
37013,90000,0.15,14000,56200,70200,1074,1986,3,1,1,5,327.44,True,True,True
37013,113359,0.31,27500,77900,105400,1265,1979,3,1,1,5,327.44,True,True,True
37013,138000,0.29,27500,88200,115700,1444,1980,3,2,0,5,327.44,True,True,True
37013,129900,0.24,27500,76000,103500,1173,1985,3,2,0,5,327.44,True,True,True
37013,157000,0.52,20400,116500,136900,2192,1968,3,1,1,5,327.44,True,True,True
37013,139000,0.31,20400,130800,151200,2065.5,1987,3,2,0,5,327.44,True,True,True
37013,128000,0.23,27500,78800,106300,1112,1992,3,2,0,5,327.44,True,True,True
37013,153500,0.23,27500,102900,130400,1597,1989,3,2,0,5,327.44,True,True,True
37013,155000,0.28,27500,100400,127900,1889.25,1989,3,3,0,5,327.44,True,True,True
37013,135000,0.22,27500,90500,118000,1571,1990,3,2,0,5,327.44,True,True,True
37013,177000,0.25,27500,111200,138700,1967.25,1995,3,3,0,5,327.44,True,True,True
37013,177000,0.19,27500,122200,149700,2084,1999,3,3,0,5,327.44,True,True,True
37013,50000,0.24,25000,145300,170300,2186,2015,4,2,1,5,327.44,True,True,True
37013,50000,0.24,25000,148100,173100,2148,2015,4,2,1,5,327.44,True,True,True
37013,147000,0.29,24000,88100,112100,1300,1968,3,1,1,5,327.44,True,True,True
37013,129900,0.22,17000,78900,95900,1610.80996,1974,3,1,1,5,327.44,True,True,True
37013,143000,0.23,24000,109500,133500,1552,1973,3,1,1,5,327.44,True,True,True
37013,85989,0.29,24000,70600,94600,1040,1984,3,1,1,5,327.44,True,True,True
37013,137900,0.24,24000,78500,102500,1920,1980,4,4,0,5,327.44,True,True,True
37013,67450,0.39,17500,38300,58600,1212,1935,2,1,0,5,327.44,True,True,True
37013,70000,0.19,15500,60500,76000,1014,1978,3,1,0,5,327.44,True,True,True
37013,70000,0.21,15500,88400,103900,1150,1973,3,1,1,5,327.44,True,True,True
37013,145500,0.28,22000,85400,107400,1682,1973,4,2,0,5,327.44,True,True,True
37013,87900,0.13,11900,59300,71200,1288,1986,3,1,1,5,327.44,True,True,True
37013,160000,0.23,22500,96000,118500,1598,1989,3,3,0,5,327.44,True,True,True
37013,403325,0.21,27500,71900,99400,1293,1979,3,2,0,5,327.44,True,True,True
37013,155000,0.24,27500,94100,121600,1768,1980,3,3,0,5,327.44,True,True,True
37013,114000,0.44,26000,92100,118100,1729,1950,4,2,0,5,327.44,True,True,True
37013,171000,0.24,27500,112000,139500,1980.00003,1986,3,1,1,5,327.44,True,True,True
37013,83000,0.32,20400,89900,110300,1750,1968,3,2,0,5,327.44,True,True,True
37013,120000,0.3,20400,139600,160000,2018.5,1989,3,3,0,5,327.44,True,True,True
37013,162500,0.2,27500,84900,112400,1500,1987,3,3,0,5,327.44,True,True,True
37013,133000,0.22,27500,76700,104200,1142,1991,3,2,0,5,327.44,True,True,True
37013,114000,0.23,27500,83500,111000,1170,1984,3,2,0,5,327.44,True,True,True
37013,167000,0.21,27500,110100,137600,1872,1996,3,3,0,5,327.44,True,True,True
37013,125000,0.25,22000,79600,101600,1202,1994,3,2,0,5,327.44,True,True,True
37013,103500,0.21,17000,58400,75400,1000,1973,3,1,0,5,327.44,True,True,True
37013,95000,0.34,24000,93900,117900,1785,1975,4,2,0,5,327.44,True,True,True
37013,100000,0.38,17000,65100,82100,1000,1972,3,1,0,5,327.44,True,True,True
37013,144000,0.23,24000,89000,113000,2040,1987,4,4,0,5,327.44,True,True,True
37013,148000,0.28,24000,101400,125400,1472,1974,3,2,0,5,327.44,True,True,True
37013,105000,0.22,18000,71100,89100,1075,1973,3,1,0,5,327.44,True,True,True
37013,135000,0.25,18000,82600,100600,1722,1971,4,2,0,5,327.44,True,True,True
37013,162000,0.37,25000,97100,122100,1736,1992,3,3,0,5,327.44,True,True,True
37013,70000,0.19,15500,55400,71700,888,1977,2,1,0,5,327.44,True,True,True
37013,102000,0.19,25000,90900,115900,1970.25,1989,3,3,0,5,327.44,True,True,True
37013,123000,0.25,17500,80600,98100,1325,1969,3,1,0,5,327.44,True,True,True
37013,13000,0.23,15500,28500,44000,1365,2016,3,2,0,5,327.44,True,True,True
37013,95000,0.26,17500,69000,86500,1025,1967,3,1,0,5,327.44,True,True,True
37013,159900,0.3,22000,97600,121800,1834,1978,3,2,0,5,327.44,True,True,True
37013,154000,0.28,27500,87800,115300,1716,1978,3,2,1,5,327.44,True,True,True
37013,165500,0.26,27500,105900,133400,1744,1987,3,2,0,5,327.44,True,True,True
37013,138500,0.28,27500,78600,108600,1265,1980,3,1,1,5,327.44,True,True,True
37013,135000,0.28,27500,81500,109000,1310,1985,3,2,0,5,327.44,True,True,True
37013,159900,0.23,27500,104900,132400,2175,1986,3,1,1,5,327.44,True,True,True
37013,110000,0.34,27500,78600,106100,1232,1986,3,2,0,5,327.44,True,True,True
37013,89900,0.15,11900,59800,71700,1332,1986,2,1,1,5,327.44,True,True,True
37013,125000,0.25,20400,78200,98600,1144,1986,3,2,0,5,327.44,True,True,True
37013,136000,0.25,20400,98700,122900,1936,1980,3,2,0,5,327.44,True,True,True
37013,135000,0.23,27500,64100,91600,1066,1983,3,1,0,5,327.44,True,True,True
37013,134500,0.22,26000,94700,120700,1413,2002,3,2,0,5,327.44,True,True,True
37013,159000,0.19,27500,104200,131700,1742,1996,3,3,0,5,327.44,True,True,True
37013,210000,0.2,27500,130200,157700,2161,2000,3,2,1,5,327.44,True,True,True
37013,175000,0.34,27500,126000,153500,2100,1998,3,3,0,5,327.44,True,True,True
37013,140500,0.25,25000,80100,105100,1143,1999,3,2,0,5,327.44,True,True,True
37013,109500,0.18,24000,69900,95400,1326,1980,3,1,1,5,327.44,True,True,True
37013,55000,0.12,13000,31600,44600,835,1983,2,1,0,5,327.44,True,True,True
37013,45000,0.09,13000,31600,44600,832,1983,2,1,0,5,327.44,True,True,True
37013,162000,0.18,24000,116000,152600,2249,1978,3,2,0,5,327.44,True,True,True
37013,138000,0.32,24000,76000,100000,1500,1973,4,1,1,5,327.44,True,True,True
37013,120000,0.16,17000,77600,94600,1354,1975,3,1,1,5,327.44,True,True,True
37013,140000,0.41,17000,70100,90200,1300,1972,3,2,0,5,327.44,True,True,True
37013,142192,0.27,17000,82500,102000,1300,1971,3,1,0,5,327.44,True,True,True
37013,123000,0.24,24000,80700,104700,1118,1986,3,2,0,5,327.44,True,True,True
37013,130000,0.18,18000,76000,94000,1542.94501,1973,4,2,0,5,327.44,True,True,True
37013,130000,0.29,18000,78700,96700,1050,1966,3,1,0,5,327.44,True,True,True
37013,100000,0.23,15500,62400,77900,888,1978,2,1,0,5,327.44,True,True,True
37013,144500,0.22,15500,104100,119600,1404,1977,3,1,1,5,327.44,True,True,True
37013,169000,0.24,25000,121400,146400,1927,1994,3,2,0,5,327.44,True,True,True
37013,147000,0.21,15500,89800,105300,1616,1973,3,1,1,5,327.44,True,True,True
37013,135000,0.21,15500,92000,107900,1353,1974,3,2,0,5,327.44,True,True,True
37013,169900,0.24,22500,123300,145800,1928,1987,3,2,0,5,327.44,True,True,True
37013,137000,0.24,27500,104400,131900,2044,1986,3,3,0,5,327.44,True,True,True
37013,183000,0.31,29500,119800,149300,2338,1984,3,2,0,5,327.44,True,True,True
37013,145500,0.32,27500,134200,162300,1992,2007,3,2,0,5,327.44,True,True,True
37013,93000,0.21,27500,70600,98100,1280,1979,3,2,0,5,327.44,True,True,True
37013,154900,0.24,27500,95000,122500,1716,1982,3,3,0,5,327.44,True,True,True
37013,129900,0.26,27500,92400,119900,1521,1985,3,3,0,5,327.44,True,True,True
37013,133000,0.24,27500,82000,109500,1272,1987,3,2,0,5,327.44,True,True,True
37013,133000,0.25,20400,83800,104200,1574,1984,3,1,1,5,327.44,True,True,True
37013,120000,0.2,27500,67000,94500,1222,1981,3,2,0,5,327.44,True,True,True
37013,122500,0.2,25000,74700,99700,1177,1998,3,2,0,5,327.44,True,True,True
37013,129000,0.41,26000,89300,115300,1302,2002,3,2,0,5,327.44,True,True,True
37013,149900,0.23,25000,88200,113200,1486,1996,3,2,0,5,327.44,True,True,True
37013,160000,1,18000,113300,131300,1778,1989,2,2,0,5,327.44,True,True,True
37013,128000,0.23,22000,81000,103000,1212,1996,3,2,0,5,327.44,True,True,True
37013,219100,0.31,25000,157500,182500,2480,2015,3,2,1,5,327.44,True,True,True
37013,189400,0.25,25000,140600,165600,2330,1997,3,2,0,5,327.44,True,True,True
37013,155000,0.32,17000,89600,106600,1823.25,1970,4,2,0,5,327.44,True,True,True
37013,165000,0.29,15000,99900,114900,1619,1970,4,3,0,5,327.44,True,True,True
37013,160000,0.27,24000,100300,124300,1868.24994,1967,3,1,1,5,327.44,True,True,True
37013,147900,0.21,17000,90000,107000,1848,1972,3,1,0,5,327.44,True,True,True
37013,123000,0.21,17000,70200,87200,1430,1977,3,1,0,5,327.44,True,True,True
37013,99900,0.15,16000,68800,84800,1045,1985,2,1,1,5,327.44,True,True,True
37013,335000,10,96100,143300,240700,1916,1968,3,2,0,5,327.44,True,True,True
37013,149000,0.25,15000,111300,126300,2550,1969,3,1,0,5,327.44,True,True,True
37013,87000,0.14,10000,68700,78700,1036,1985,2,1,1,5,327.44,True,True,True
37013,105000,0.19,18000,78500,96500,1449,1972,3,1,1,5,327.44,True,True,True
37013,164300,0.44,17500,138800,156300,1779.99998,1997,3,2,0,5,327.44,True,True,True
37013,180000,0.34,25000,136000,161000,2393,1995,3,3,0,5,327.44,True,True,True
37013,114600,0.25,17500,68800,94800,1000,1969,3,1,0,5,327.44,True,True,True
37013,133800,0.28,25000,85600,110600,1178,1994,3,2,0,5,327.44,True,True,True
37013,153000,0.27,17500,107800,125300,2600,1966,3,1,1,5,327.44,True,True,True
37013,96800,0.19,14500,68600,83100,1440,1995,3,2,0,5,327.44,True,True,True
37013,190000,0.26,27500,118100,145600,2192,1989,3,3,0,5,327.44,True,True,True
37013,174900,0.3,29500,121000,150500,1865,1988,3,3,0,5,327.44,True,True,True
37013,169900,0.31,27500,98300,127000,2007.5,1979,4,2,1,5,327.44,True,True,True
37013,127000,0.2,27500,70700,98200,1257,1979,3,2,0,5,327.44,True,True,True
37013,152100,0.21,27500,88300,115800,1238,1987,3,2,0,5,327.44,True,True,True
37013,150000,0.19,27500,95100,122600,1497,1988,3,2,0,5,327.44,True,True,True
37013,155000,0.28,20400,56700,77100,2032,1987,3,2,0,5,327.44,True,True,True
37013,95000,0.26,27500,72400,99900,1222,1984,3,2,0,5,327.44,True,True,True
37013,126000,0.24,27500,68000,95500,1107,1985,3,2,0,5,327.44,True,True,True
37013,144500,0.23,27500,86600,114100,1494,1996,3,2,1,5,327.44,True,True,True
37013,169900,0.32,20400,114900,135300,1992,1989,3,3,0,5,327.44,True,True,True
37013,148000,0.25,27500,100200,127700,1865.28003,1991,3,2,0,5,327.44,True,True,True
37013,135000,0.19,27500,87700,115200,1360,1989,3,2,0,5,327.44,True,True,True
37013,121400,0.18,25000,70600,95600,1108,1999,3,2,0,5,327.44,True,True,True
37013,182000,0.23,27500,130400,157900,2228,1995,3,3,0,5,327.44,True,True,True
37013,179900,0.2,27500,126000,153500,2448.90247,1995,3,3,0,5,327.44,True,True,True
37013,180000,0.26,27500,106100,133600,1720,2000,3,2,1,5,327.44,True,True,True
37013,120000,0.23,22000,67000,89000,1100,1992,3,2,0,5,327.44,True,True,True
37013,179900,0.19,27500,120300,147800,2031,2000,3,2,1,5,327.44,True,True,True
37013,135000,0.23,25000,83200,108200,1239,2000,3,2,0,5,327.44,True,True,True
37013,136500,0.23,22000,92300,114300,1452,1994,3,2,0,5,327.44,True,True,True
37013,163000,0.23,25000,123300,148300,2044,2000,3,2,0,5,327.44,True,True,True
37013,95000,0.16,15000,50800,65800,972,1976,3,1,1,5,327.44,True,True,True
37013,155000,0.32,24000,95900,119900,1950,1974,3,1,0,5,327.44,True,True,True
37013,120000,0.18,17000,73300,90300,1320,1975,3,1,1,5,327.44,True,True,True
37013,140000,0.37,17000,73600,91900,1704,1976,3,2,0,5,327.44,True,True,True
37013,116200,0.19,24000,65500,89500,1100,1978,3,1,0,5,327.44,True,True,True
37013,126000,0.29,24000,70600,94600,1040,1984,3,1,1,5,327.44,True,True,True
37013,125000,0.28,24000,69600,93600,1152,1987,3,2,0,5,327.44,True,True,True
37013,136000,0.26,24000,78200,102800,1920,1979,4,4,0,5,327.44,True,True,True
37013,147000,0.23,24000,86400,110400,1325,1969,3,1,1,5,327.44,True,True,True
37013,136000,0.25,24000,97800,121800,2600,1973,3,1,1,5,327.44,True,True,True
37013,125000,0.23,27000,81700,108700,1226,1980,3,2,0,5,327.44,True,True,True
37013,123000,0.43,18000,67300,85300,1000,1965,2,1,0,5,327.44,True,True,True
37013,130000,0.19,18000,74500,92500,1374,1972,3,1,1,5,327.44,True,True,True
37013,95000,0.18,15500,60600,76100,1008,1979,3,1,0,5,327.44,True,True,True
37013,139900,0.25,18000,88500,106500,1774.5,1968,3,1,0,5,327.44,True,True,True
37013,165000,0.38,25000,93500,118500,2121,1991,3,2,0,5,327.44,True,True,True
37013,181500,0.49,25000,108700,133700,1668,1994,3,2,0,5,327.44,True,True,True
37013,159500,0.3,17500,117500,135000,2084.25,1968,4,2,1,5,327.44,True,True,True
37013,141500,0.3,27500,81400,108900,1323,1978,3,2,0,5,327.44,True,True,True
37013,176900,0.28,27500,107500,135000,2073,1987,3,2,0,5,327.44,True,True,True
37013,164075,0.23,27500,108700,136200,1663,1987,3,3,0,5,327.44,True,True,True
37013,144000,0.34,27500,81900,114100,1523.75,1979,3,1,1,5,327.44,True,True,True
37013,69500,0.09,13000,51200,64200,1160,1986,2,2,0,5,327.44,True,True,True
37013,122500,0.21,27500,92000,119500,1612,1987,3,3,0,5,327.44,True,True,True
37013,112000,0.29,27500,88900,116400,1425,1987,3,2,0,5,327.44,True,True,True
37013,132500,0.34,20400,82300,102700,1188,1983,2,2,0,5,327.44,True,True,True
37013,140000,0.55,20400,80700,101100,1284,1984,3,2,0,5,327.44,True,True,True
37013,135000,0.25,27500,68400,95900,1143,1984,3,2,0,5,327.44,True,True,True
37013,130000,0.26,20400,100400,120800,1584,1988,3,2,1,5,327.44,True,True,True
37013,139000,0.24,27500,80500,108000,1230,1990,3,2,0,5,327.44,True,True,True
37013,138900,0.23,27500,73100,107300,1133,1992,3,2,0,5,327.44,True,True,True
37013,143500,3.02,53900,61600,138400,960,1981,2,1,0,5,327.44,True,True,True
37013,170000,0.22,27500,108700,136200,1836,1995,3,3,0,5,327.44,True,True,True
37013,175900,0.26,27500,111800,139300,1874,1995,3,3,0,5,327.44,True,True,True
37013,155000,0.23,27500,110300,137800,1770,1999,3,2,1,5,327.44,True,True,True
37013,177000,0.23,27500,125400,152900,2064,2000,3,2,1,5,327.44,True,True,True
37013,190500,0.24,25000,148100,173100,2148,2015,4,2,1,5,327.44,True,True,True
37013,144900,0.23,22000,83700,105700,1000,1995,2,2,0,5,327.44,True,True,True
37013,160000,0.26,25000,111800,136800,1924,1989,3,2,0,5,327.44,True,True,True
37013,75000,0.19,24000,58000,82000,988,1980,3,1,0,5,327.44,True,True,True
37013,150000,0.32,24000,104900,128900,2177.25,1986,3,2,0,5,327.44,True,True,True
37013,147000,0.27,17000,74100,91100,1100,1972,3,1,0,5,327.44,True,True,True
37013,149000,0.32,17000,78000,95000,1300,1972,3,2,0,5,327.44,True,True,True
37013,122000,0.34,17000,79700,100200,1700,1977,3,2,0,5,327.44,True,True,True
37013,139000,0.24,24000,83500,108300,1807,1975,2,1,1,5,327.44,True,True,True
37013,163000,0.25,17000,86500,108000,1850,1971,3,2,0,5,327.44,True,True,True
37013,172000,0.25,24000,108900,132900,1748,1974,3,2,0,5,327.44,True,True,True
37013,175000,0.23,24000,118800,142800,2500,1973,3,2,1,5,327.44,True,True,True
37013,95000,0.11,16000,68600,84600,1020,1985,2,1,1,5,327.44,True,True,True
37013,100500,0.08,16000,62200,78200,960,1985,2,1,1,5,327.44,True,True,True
37013,176000,0.46,15000,120800,135800,2244,1983,4,4,0,5,327.44,True,True,True
37013,116000,0.27,17500,75500,96200,1350,1966,3,1,0,5,327.44,True,True,True
37013,135000,0.27,17500,82800,103600,1610,1966,3,1,1,5,327.44,True,True,True
37013,132500,0.26,18000,80900,98900,1666.25,1980,3,1,0,5,327.44,True,True,True
37013,172900,0.36,25000,101500,126500,1767,1984,4,2,0,5,327.44,True,True,True
37013,157000,0.3,25000,97500,123400,1715,1995,3,3,0,5,327.44,True,True,True
37013,130000,0.22,17500,82900,100400,1350,1969,3,1,0,5,327.44,True,True,True
37013,175000,0.32,27500,97500,125000,2175,1978,3,3,0,5,327.44,True,True,True
37013,137100,0.28,27500,95100,124100,1716,1978,3,3,0,5,327.44,True,True,True
37013,130000,0.24,27500,78400,105900,1458,1978,3,2,0,5,327.44,True,True,True
37013,152000,0.39,27500,103800,131300,2288,1978,4,4,0,5,327.44,True,True,True
37013,77900,0.14,13000,50800,63800,1177,1983,2,1,1,5,327.44,True,True,True
37013,192000,0.23,27500,128700,156200,2325,1993,3,3,0,5,327.44,True,True,True
37013,171500,0.29,20400,100000,120400,2090,1977,3,1,1,5,327.44,True,True,True
37013,71702,0.25,27500,82900,110400,1500,1979,3,1,1,5,327.44,True,True,True
37013,99000,0.11,13000,63200,76200,1213,1983,2,2,0,5,327.44,True,True,True
37013,129900,0.19,27500,91100,118600,1487,1986,3,1,1,5,327.44,True,True,True
37013,110000,0.35,20400,104800,125700,2320,1970,3,1,1,5,327.44,True,True,True
37013,145200,0.2,27500,87100,114600,1519,1984,3,2,0,5,327.44,True,True,True
37013,125000,0.3,27500,63000,90500,1092,1983,3,2,0,5,327.44,True,True,True
37013,135000,0.2,27500,69800,97300,1115,1987,3,2,0,5,327.44,True,True,True
37013,137000,0.2,27500,81800,109300,1250,1990,3,2,0,5,327.44,True,True,True
37013,131000,0.23,27500,67500,95000,1244,1984,3,2,0,5,327.44,True,True,True
37013,100000,0.6,27500,115600,143100,1948,1987,3,2,0,5,327.44,True,True,True
37013,137000,0.26,25000,82500,107500,1177,1999,3,2,0,5,327.44,True,True,True
37013,174400,0.21,22500,123400,145900,1867,2001,3,2,1,5,327.44,True,True,True
37013,175000,0.23,27500,112300,139800,1967.25,1997,3,3,0,5,327.44,True,True,True
37013,181000,0.18,27500,124200,151700,2064,1999,3,2,1,5,327.44,True,True,True
37013,130000,0.24,22000,81600,103600,1228,1991,3,2,0,5,327.44,True,True,True
37013,138000,0.28,22000,82400,104400,1214,1993,3,2,0,5,327.44,True,True,True
37013,141500,0.32,24000,86000,112400,1440,1968,3,1,1,5,327.44,True,True,True
37013,130000,0.21,17000,69600,86600,1508,1976,4,2,0,5,327.44,True,True,True
37013,92500,0.32,27000,69700,96700,1152,1979,3,2,0,5,327.44,True,True,True
37013,145000,0.32,25000,89800,114800,1475,1974,3,1,1,5,327.44,True,True,True
37013,105000,0.13,16000,66500,82500,1045,1985,2,1,1,5,327.44,True,True,True
37013,104000,0.1,16000,63600,79600,1040,1985,2,1,1,5,327.44,True,True,True
37013,149000,0.17,15500,83100,98600,1560,1975,4,2,0,5,327.44,True,True,True
37013,105000,0.41,15500,74200,89700,1612,1979,3,1,1,5,327.44,True,True,True
37013,159900,0.23,25000,123000,148000,1669,1999,3,3,0,5,327.44,True,True,True
37013,171000,0.26,22500,98000,120500,1290,2015,3,2,0,5,327.44,True,True,True
37013,155000,0.22,27500,98300,129200,1908,1978,3,3,0,5,327.44,True,True,True
37013,79000,0.12,13000,50500,63500,1170,1983,2,1,1,5,327.44,True,True,True
37013,80000,0.13,14000,56200,70200,1074,1986,3,1,1,5,327.44,True,True,True
37013,188000,0.51,29500,122200,151700,2340,1984,3,2,0,5,327.44,True,True,True
37013,164900,0.37,27500,103200,130700,1705,1987,3,2,0,5,327.44,True,True,True
37013,118000,0.3,22000,77900,99900,1200,1972,3,1,1,5,327.44,True,True,True
37013,70000,0.12,11900,44700,56600,1006,1984,2,1,1,5,327.44,True,True,True
37013,118000,0.17,13000,67100,80100,1410,1986,3,2,1,5,327.44,True,True,True
37013,140000,0.21,27500,70600,98100,1280,1979,3,2,0,5,327.44,True,True,True
37013,120000,0.24,27500,85000,112500,1563,1980,3,2,0,5,327.44,True,True,True
37013,138000,0.37,27500,79100,110400,1212,1985,3,2,0,5,327.44,True,True,True
37013,117000,0.23,27500,117400,144900,1882,1985,3,3,1,5,327.44,True,True,True
37013,142000,0.28,27500,79600,107100,1170,1983,3,3,0,5,327.44,True,True,True
37013,168000,0.22,27500,95300,122800,1636,1992,3,2,0,5,327.44,True,True,True
37013,100000,0.35,22500,85400,107900,1440,2003,3,2,0,5,327.44,True,True,True
37013,165000,0.2,27500,114700,142200,1836,1997,3,3,0,5,327.44,True,True,True
37013,155000,0.21,27500,95600,123100,1251,2000,3,2,0,5,327.44,True,True,True
37013,138000,0.28,22000,97500,119500,1590,1993,3,2,0,5,327.44,True,True,True
37013,222500,0.24,25000,144400,169400,2242,2015,3,2,1,5,327.44,True,True,True
37013,141000,0.38,22000,76700,108000,1212,1994,3,1,1,5,327.44,True,True,True
37013,152000,0.3,24000,102700,126700,1680,2001,3,2,0,5,327.44,True,True,True
37013,88550,0.18,24000,62500,86500,1136.20001,1980,3,1,0,5,327.44,True,True,True
37013,80100,0.16,13000,67100,80100,1323,1985,3,1,1,5,327.44,True,True,True
37013,125000,0.15,13000,70600,83600,1323,1985,3,1,1,5,327.44,True,True,True
37013,133000,0.29,17000,82600,99600,1750,1975,4,2,0,5,327.44,True,True,True
37013,170000,0.32,24000,90200,114200,1950,1970,3,1,1,5,327.44,True,True,True
37013,135000,0.32,17000,65500,82500,1104,1975,3,1,0,5,327.44,True,True,True
37013,135000,0.18,17000,81400,98400,1750,1975,4,2,0,5,327.44,True,True,True
37013,163500,0.37,17000,108000,125000,2077.39996,1975,3,1,0,5,327.44,True,True,True
37013,137400,0.24,24000,76900,100900,1075,1985,3,2,0,5,327.44,True,True,True
37013,172500,0.27,24000,110600,134600,1933,1973,3,2,0,5,327.44,True,True,True
37013,135000,0.26,24000,96500,120500,1966.5,1974,3,2,0,5,327.44,True,True,True
37013,135000,0.24,25000,72600,97600,1120,1989,3,2,0,5,327.44,True,True,True
37013,180000,0.34,25000,96400,121400,1224,1979,3,2,0,5,327.44,True,True,True
37013,45000,0.12,16000,43300,59300,754,1984,2,1,0,5,327.44,True,True,True
37013,135000,0.27,18000,91900,130900,2000,1965,3,1,1,5,327.44,True,True,True
37013,144500,0.25,18000,100600,118600,2016,1979,5,2,0,5,327.44,True,True,True
37013,156000,0.3,17500,91400,108900,1564,1968,3,2,0,5,327.44,True,True,True
37013,133000,0.85,29000,88400,117400,1628.80005,1977,3,2,0,5,327.44,True,True,True
37013,131000,0.4,25000,103500,128500,2003,1990,4,3,0,5,327.44,True,True,True
37013,65000,0.2,15500,89600,105100,1008,1975,3,1,0,5,327.44,True,True,True
37013,209000,0.23,25000,165800,190800,2692.5,1997,4,3,0,5,327.44,True,True,True
37013,147700,0.23,25000,86900,111900,1172.5,1998,3,2,0,5,327.44,True,True,True
37013,103000,0.16,14500,58300,72800,1516,1985,3,2,0,5,327.44,True,True,True
37013,200000,0.28,27500,117400,144900,2200,1977,4,3,0,5,327.44,True,True,True
37013,116000,0.44,22000,64200,86200,1750,1971,2,2,0,5,327.44,True,True,True
37013,95000,0.21,27500,66900,94400,1148,1984,3,2,0,5,327.44,True,True,True
37013,135000,0.23,27500,78400,105900,1224,1985,3,2,0,5,327.44,True,True,True
37013,149900,0.25,27500,103700,131200,1676,1985,3,2,0,5,327.44,True,True,True
37013,135000,0.2,27500,75000,102500,1134,1986,3,2,0,5,327.44,True,True,True
37013,122000,0.2,27500,101200,128700,1800,1988,3,2,0,5,327.44,True,True,True
37013,88500,0.19,27500,76500,104000,1291,1985,3,1,1,5,327.44,True,True,True
37013,142900,0.24,27500,94600,122100,1428,1989,3,2,0,5,327.44,True,True,True
37013,136000,0.22,27500,76500,104000,1256,1988,3,2,0,5,327.44,True,True,True
37013,179900,0.21,27500,113900,141400,1967.25,1995,3,3,0,5,327.44,True,True,True
37013,114900,0.23,22000,91000,113000,1521,1990,3,3,0,5,327.44,True,True,True
37013,149000,0.25,25000,84500,109500,1292,1996,3,2,0,5,327.44,True,True,True
37013,158400,0.45,24000,94700,118700,1724.8,1969,3,1,1,5,327.44,True,True,True
37013,87000,0.18,24000,66800,90800,1053,1979,3,1,1,5,327.44,True,True,True
37013,120000,0.27,24000,70600,94600,1675,1973,4,2,0,5,327.44,True,True,True
37013,150000,0.32,24000,79200,103200,1574.5,1968,3,1,1,5,327.44,True,True,True
37013,149000,0.34,24000,93900,117900,1785,1975,4,2,0,5,327.44,True,True,True
37013,155000,0.28,24000,83000,107000,1727.88,1972,3,1,1,5,327.44,True,True,True
37013,95000,0.3,17000,88300,114000,1350,1975,3,2,1,5,327.44,True,True,True
37013,145000,0.34,24000,79100,103100,1475,1968,3,1,1,5,327.44,True,True,True
37013,155000,0.25,17000,87700,104700,1575,1971,3,1,0,5,327.44,True,True,True
37013,158000,0.29,17000,74600,91600,1050,1972,3,1,0,5,327.44,True,True,True
37013,101000,0.24,24000,80100,104100,1346,1977,3,1,1,5,327.44,True,True,True
37013,131500,0.24,24000,69400,93400,1120,1986,3,2,0,5,327.44,True,True,True
37013,119000,0.3,18000,74000,92000,1268.50002,1965,3,1,1,5,327.44,True,True,True
37013,105000,0.3,15000,75100,90100,1325,1970,3,1,1,5,327.44,True,True,True
37013,178000,0.46,15000,120800,135800,2244,1983,4,4,0,5,327.44,True,True,True
37013,78500,0.15,10000,59300,69300,988,1985,2,1,1,5,327.44,True,True,True
37013,102000,0.21,18000,73300,91300,1075,1977,3,1,0,5,327.44,True,True,True
37013,130000,0.23,15500,95500,111000,1890,1977,3,2,0,5,327.44,True,True,True
